tier,fuente,fecha,negocio,telefonos,direccion,metodo,score,shop_id,shop_name,shop_muni,candidato_revisar
auto,08_06_2026.docx,2026-06-08,taller de motos jerry,5514312080,"TLAHUAC, 6873, SAN FRANCISCO TLALTENCO, Tláhuac, CIUDAD DE MÉXICO",telefono,1,wBBRk0wysFYCd8b6tHzI,MOTO SERVICIO JERRY,Tláhuac,
auto,08_07_2026.docx,2026-07-08,Reparacion de motos,5656288421,"TABACHINES, 5, SAN MARCOS, Xochimilco, CIUDAD DE MÉXICO",telefono,1,xdszosXGYE298f4BuYgb,REPARACION DE MOTOS MOTO SERVICIO,Xochimilco,
auto,08_07_2026.docx,2026-07-08,Moto servicio Salcedo,55 1345 2385,"Av Cuauhtémoc 10, San Marcos, Xochimilco, 16090 Ciudad de México, CDMX, México",telefono,1,s4UH3ufCIWwRqqSDxjNY,Moto servicio Salcedo,Xochimilco,
auto,08_07_2026.docx,2026-07-08,Totomoto,55 9290 3691,"Av 5 de Mayo 154, Xaltocan, Xochimilco, 16090 Ciudad de México, CDMX, México",telefono,1,EkXIW0viJuk39YsMYOJW,Totomoto,Xochimilco,
auto,08_07_2026.docx,2026-07-08,MOTO GB,55 7468 9606,"16090, Xaltocan, Xochimilco, 16099 Ciudad de México, CDMX, México",telefono,1,HnC5hVmJF8UO6uffOK7F,MOTO GB,Xochimilco,
auto,08_07_2026.docx,2026-07-08,Moto servicio Violeta,sin telefono,"VIOLETA, 20, SAN DIEGO, Xochimilco, CIUDAD DE MÉXICO",nombre+municipio,1,nLFxnfrd2SOQVUNYLanY,MOTO SERVICIO VIOLETA,Xochimilco,
auto,08_07_2026.docx,2026-07-08,Servicios San Diego,,"VIOLETA, 9, SAN DIEGO, Xochimilco, CIUDAD DE MÉXICO",nombre+municipio,0.97,U6kR5oVKPHbmzgHvrezY,SSERVICIOS SAN DIEGO,Xochimilco,
auto,08_07_2026.docx,2026-07-08,Moto servicio Garcia,55 2173 2526,"C.Dalia 50, San Lorenzo, Xochimilco, 16040 Ciudad de México, CDMX, México",telefono,1,8Y8daJL7vllUBIcpu5Fa,MOTOSERVICIO GARCIA,,
auto,08_07_2026.docx,2026-07-08,Taller de motos Lorenzo,Persona entrevistada: lorenzo,"AMAPOLA, 0, SAN LORENZO, Xochimilco, CIUDAD DE MÉXICO",nombre+municipio,1,BoCQv5bVs1yol9wO2XIa,TALLER DE MOTOS LORENZO,Xochimilco,
auto,08_07_2026.docx,2026-07-08,Taller de motos sierro,55 2761 5082,"Calle Lirio Acuático 79, Xaltocan, Xochimilco, 16090 Ciudad de México, CDMX, México",telefono,1,BaaXf4LgPflnNNbm1dlp,Taller De Motos Sierro,,
auto,08_07_2026.docx,2026-07-08,Motosport xaltocan,MOTOSPORTXQLTXALTOCAN@HOTMAIL.COM,"Calle Lirio Acuático 70, Xaltocan, Xochimilco, 16090 Ciudad de México, CDMX, México",nombre+municipio,1,dBzzUAxjUUMY7w69yYqu,MotoSport Xaltocan,Xochimilco,
auto,09_06_2026.docx,2026-06-09,Taller de motos el botas,5563729307,"VILLA FRANQUEZA, 30, BUENAVISTA, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,fBfnXTtj8bbMAimW9SWq,TALLER MECANICO DE MOTOCICLETAS EL BOTAS,Iztapalapa,
review,09_06_2026.docx,2026-06-09,taller de motos,,"BENITO JUAREZ, 7, DESARROLLO URBANO DE QUETZALCOATL, Iztapalapa, CIUDAD DE MÉXICO Contacto principal: Armando juarez",nombre+municipio,0.75,ifmuloruwOqY1rbGyFjO,TALLER DE MOTOSSTAY TRUE,Benito Juárez,
no_match,09_06_2026.docx,2026-06-09,ATM RACING,5561046092,"Av. Benito Juarez Local 1, La Polvorilla, Iztapalapa, 09750 Ciudad de México, CDMX",needs_review,0.133,,,,MOTO CITY (Yj8PKJdGhjDAmg5olBmB)
auto,09_06_2026.docx,2026-06-09,CENTRO DE SERVICIO ROGA,5574130720,"CAMINO A TLALTENCO, 26, AMPLIACIÓN POLVORILLA, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,W0qmIEITmoF69IcsROSo,CENTRO DE SERVICIO ROGA,Iztapalapa,
auto,09_06_2026.docx,2026-06-09,TALLER DE MOTOS SONIC,,"FRANCISCO VILLA, 56, DEGOLLADO, Iztapalapa, CIUDAD DE MÉXICO Contacto principal: Rigoberto el sonic",nombre+municipio,0.889,wX6ERgVsoyBM84Ce9dhl,TALLER DE MOTOS EL SONIC,Iztapalapa,
auto,09_06_2026.docx,2026-06-09,TALLER DE MOTOS 701,5636919943 +525586050850,"MANUEL M LOPEZ, 0, ZAPOTITLA, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,1,zb0feewbidHSlu6djVej,TALLER DE MOTOS 701,Tláhuac,
auto,09_06_2026.docx,2026-06-09,MOTO SERVICIO LOS REYES,5511662277,"MANUEL M LOPEZ, 39, ZAPOTITLA, Tláhuac, CIUDAD DE MÉXICO",telefono,1,aiMyCel8RDKc5k3uymUM,TALLER DE MOTO SERVICIO LOS REYES,Tláhuac,
auto,09_06_2026.docx,2026-06-09,TALLER DE MOTOS,,"NINGUNO, 0, AMPLIACION LOPEZ PORTILLO, Tláhuac, CIUDAD DE MÉXICO Contacto principal:",nombre+municipio,1,m4GFWl7n2Soi9Bg0irOu,TALLER DE MOTOS,Tláhuac,
review,09_06_2026.docx,2026-06-09,SERVICIO TÉCNICO DE MOTOS,Persona entrevistada: vecina del taller,"Miguel Hidalgo, 0, SAN FRANCISCO TLALTENCO, Tláhuac, CIUDAD DE MÉXICO",nombre+municipio,0.586,lr4euYYKdX5I3zlJzjJf,MOTO SERVICIO PATRIOTISMO MECANICA DE MOTOS,Miguel Hidalgo,
auto,09_07_2026.docx,2026-07-09,Reparaciones Velazquez,5545443383,"ACUEDUCTO ALDAMA, 851, SANTA MARIA TEPEPAN, Xochimilco, CIUDAD DE MÉXICO",telefono,1,VmEe7gEDWLGItwdaQtC4,CENTRO DE SERVICIO REPARACIONES VELAZQUEZ,Xochimilco,
auto,09_07_2026.docx,2026-07-09,Taller mecanico Osorio,55 3678 7607,"Cjón. Miguel Hidalgo 13, Santa María Tepepan, Xochimilco, 16020 Ciudad de México, CDMX, México",telefono,1,hjwdwRQAz9BW3dsffXIX,Taller mecánico servicios osorio,,
review,09_07_2026.docx,2026-07-09,MV Taller de motos,+525589715558,"AV. Guadalupe I. Ramírez 735, Santa María Tepepan, Xochimilco, 16020 Ciudad de México, CDMX, México",nombre+municipio,0.8,Vlx21m89kwTSBmOzwJ9I,TALLER DE MOTOS MAJO,Xochimilco,
auto,09_07_2026.docx,2026-07-09,Taller de motos Oscar,5531064015,"EJIDO, 0, SAN JUAN TEPEPAN, Xochimilco, CIUDAD DE MÉXICO",telefono,1,r95E1kVuFu7jZg6IStKh,TALLER DE MOTOS OSCAR,Xochimilco,
review,09_07_2026.docx,2026-07-09,Motos el Garaje,,"DURAZNO, 47, LAS PERLITAS, Xochimilco, CIUDAD DE MÉXICO",nombre+municipio,0.522,FizJiFlwi7DjcaB3XRIp,SERVICIO DE REPARACION DE MOTOS EL GARAJE,Xochimilco,
auto,09_07_2026.docx,2026-07-09,Vento xochimilco,56 1623 9924,"prol. División del Nte. 5098, San Lorenzo la Cebada, Xochimilco, 16035 Ciudad de México, CDMX, México",telefono,1,EYoQZsL50ovQCafeEeAx,VENTO XOCHIMILCO,Xochimilco,
auto,09_07_2026.docx,2026-07-09,Reparacion de rines de auto y motos,56 5753 5354,"prol. División del Nte. 701, San Lorenzo la Cebada, Xochimilco, 16035 Ciudad de México, CDMX, México",telefono,1,Mpfy93RI4zwoo3lKfpVY,REPARACIÓN DE RINES DE AUTO Y MOTO VAQUERITOS,,
auto,09_07_2026.docx,2026-07-09,taller de motos amg garage,55 4852 8560,"Plan de Iguala 54, San Lorenzo la Cebada, Xochimilco, 16035 Ciudad de México, CDMX, México",telefono,1,jUH9JVJc2el1QAhEC1zd,Taller de motos Amg motogarage,,
review,09_07_2026.docx,2026-07-09,Moto servicio muyuguarda,5523167129,"PLAN DE MUYUGUARDA, 0, LA CEBADA, Xochimilco, CIUDAD DE MÉXICO",nombre+municipio,0.651,ptJOs2hEAs5aN3QmH0u6,TALLER DE MOTOS MUYUGUARDA,Xochimilco,
auto,10_06_2026.docx,2026-06-10,INGENIERÍA EN MOTOCICLISMO,+525567302116,"33, 22, UNIDAD SANTA CRUZ MEYEHUALCO, Iztapalapa, CIUDAD DE MÉXICO Contacto principal:",nombre+municipio,1,s3NhRVvKZKk1srg4rClr,INGENIERIA EN MOTOCICLISMO,Iztapalapa,
auto,10_06_2026.docx,2026-06-10,TALLER DE MOTOS LAIR,5615264840,"MANUEL CAÑAS, 13, PUEBLO DE SANTA CRUZ MEYEHUALCO, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,DAaq5jVM8nmbO6PPLaco,TALLER DE MOTOS LAIR,Iztapalapa,
auto,10_06_2026.docx,2026-06-10,HOUSE OF BIKER,5554551649,"INSURGENTES, 77, COLONIA DESARROLLO URBANO QUETZALCOATL, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,VoAHfVTPXbVv7d86ds4b,HOUSE OF BIKER,Iztapalapa,
auto,10_06_2026.docx,2026-06-10,TALLER DE MOTOS CHIBIS,,"MANUEL CAÑAS VILLA BRAZ, 49, DESARROLLO URBANO QUETZALCOATL, Iztapalapa, CIUDAD DE MÉXICO Contacto principal: Silvia",nombre+municipio,1,JTFVw67wIeBp2reg1uJE,TALLER DE MOTOS CHIBIS,Iztapalapa,
auto,10_06_2026.docx,2026-06-10,Marcando las doce,5624244898,"VILLA CAFERATA, 22, DESARROLLO URBANO QUETZALCOATL, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,SNYzsiiWEvecHe2hWCuq,MARCANDO LAS DOCE CDMX,Iztapalapa,
auto,10_06_2026.docx,2026-06-10,Arte y diseño en moto,5626754624,"CUAUHTEMOC, 335, PUEBLO SANTA CRUZ MEYEHUALCO, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,ywyUFfOc9EMeEyDFTNgJ,ARTE Y DISEÑO EN MOTO,Iztapalapa,
auto,10_06_2026.docx,2026-06-10,MOTO RACING SHOP,5527837466,"JUSTO SIERRA, 0, PUEBLO SANTA CRUZ MEYEHUALCO, Iztapalapa, CIUDAD DE MÉXICO Contacto principal: Martinez",nombre+municipio,1,4lpyYLbClJkBZTZmr9qR,MOTO RACING SHOP,Iztapalapa,
auto,10_06_2026.docx,2026-06-10,TALLER DE MOTOS TWENTY ONE BIKES,5630729774,"MELCHOR OCAMPO, 19, REFORMA POLITICA, Iztapalapa, CIUDAD DE MÉXICO",telefono,1,Jlfkxq4B3zGUvHOwMVvb,TALLER DE MOTOS TWENTY ONE BIKES,Iztapalapa,
auto,10_07_2026.docx,2026-07-10,Taller de motos sporting bike,55 1273 6089,"Col san jose Zacatepec Xochimilco, Ciudad de México, San José Zacatepec, Zacatepec, Xochimilco, 16200 De México, CDMX, México",telefono,1,nDWQlPNVMYiml35sPLOD,Taller de Moto Servicio Sporting Bike,,
auto,10_07_2026.docx,2026-07-10,Taller de motos old school,56 1310 9907,"prol. Matamoros 1, San José Zacatepec, San Mateo Xalpa, Xochimilco, 16800 Ciudad de México, CDMX, México",telefono,1,f4ISpk47uk3i0XuXh9Vv,Taller de motos 1,,
auto,10_07_2026.docx,2026-07-10,Taller de motos motomono,55 8794 6061,"Piña y Palacios 70, San Mateo Xalpa, Xochimilco, 16800 Ciudad de México, CDMX, México",telefono,1,g4K8xf6ip9UfLtKiHWqb,Taller de motos Motomono,,
auto,10_07_2026.docx,2026-07-10,Moto servicio Martinez,5631215598,"BENITO JUÁREZ, 20, SAN MATEO XALPA, Xochimilco, CIUDAD DE MÉXICO",telefono,1,HQDN8sz9324r1BBFK1ZK,MOTO SERVICIO MARTINEZ,Xochimilco,
auto,10_07_2026.docx,2026-07-10,Taller de motos el chino,5527684606,"MORELOS, 0, SAN MATEO XALPA, Xochimilco, CIUDAD DE MÉXICO",telefono,1,m8fMJsMaHG8lcFCyX1fe,TALLER DE MOTOS EL CHINO,Xochimilco,
auto,10_07_2026.docx,2026-07-10,Taller de motos majo,5554696647,"49, SAN MATEO XALPA, Xochimilco, CIUDAD DE MÉXICO",telefono,1,Vlx21m89kwTSBmOzwJ9I,TALLER DE MOTOS MAJO,Xochimilco,
auto,10_07_2026.docx,2026-07-10,Taller monkey Garage,5646739431,"CARRETERA XOCHIMILCO SAN PABLO, 0, JOYAS DE GUADALUPE, Xochimilco, CIUDAD DE MÉXICO",telefono,1,oAw4oB3cPf16Wq1W7tDp,TALLER DE MOTOS GAARAGE MONKEY,Xochimilco,
auto,10_07_2026.docx,2026-07-10,Taller de motos de Africa,5518040945,"CARRETERA A SAN PABLO, 0, SAN ANDRES AHUYUCAN, Xochimilco, CIUDAD DE MÉXICO",telefono,1,fwjvdV03bajxRtxvciZU,AFRICA MOTORCYCLES,Xochimilco,
auto,10_07_2026.docx,2026-07-10,Taller de motos don ambrosio,55 7516 9749,"prol. Vicente Guerrero 25a, San Andrés Ahuayucan, Xochimilco, 16810 Ciudad de México, CDMX, México",telefono,1,a4Fw9p8lSywP7IODgBLj,Taller de motos DON AMBROSIO 1,,
auto,15_06_2026.docx,2026-06-15,Moto mexico,55 7258 2435,"Calz. del Hueso 934, Coapa, El Mirador, Coyoacán, 04950 Ciudad de México, CDMX, México",telefono,1,x2BulzydFSLDko4Kn2sy,MOTOS MEXICO COAPA,Coyoacán,
review,15_06_2026.docx,2026-06-15,Taller de servicio automotriz y motos,5573548228,"04480, Coapa, Culhuacan CTM Zona X, Coyoacán, 04480 Ciudad de México, CDMX, México",nombre+municipio,0.556,Y8FwtyGNXR9DWnVFnA3Y,TALLER DE MOTOS ICONIC MOTOS,Coyoacán,
review,15_06_2026.docx,2026-06-15,motoservicios socci racing,5521213829,"Cafetales Edificio 10, Local C, Coapa, Culhuacan CTM Zona X, Coyoacán, 04939 Ciudad de México, CDMX, México",nombre+municipio,0.698,ssKJ6liJtilSTaDYGLy7,Motoservicios Mecánica En General Socci Racing,Coyoacán,
auto,15_06_2026.docx,2026-06-15,MOTOS LUIS,,"CALZADA DE LAS BOMBAS, 756, RESIDENCIAL CAFETALES I, Coyoacán, CIUDAD DE MÉXICO",nombre+municipio,1,THKPFyLerTJyx1fqAJCG,MOTOS LUIS,Coyoacán,
auto,15_06_2026.docx,2026-06-15,Moto servicio pro bikes,5549921480,"3 ORIENTE AVENIDA CAFETALES, 18, CULHUACAN CTM SECCION X, Coyoacán, CIUDAD DE MÉXICO",telefono,1,rIknUi87ymogrZsmNitW,MOTO SERVICIO PRO BIKES,Coyoacán,
auto,15_06_2026.docx,2026-06-15,PRO ACTION,5532660786,"CALZADA DE LAS BOMBAS, 660, LOS CEDROS, Coyoacán, CIUDAD DE MÉXICO",nombre+municipio,1,zEU1E5sN0CwtqkdEMG4z,PRO ACTION,Coyoacán,
auto,15_06_2026.docx,2026-06-15,Taller de motos muñeco,221 898 0037,"04890, Coapa, Ex-Ejido Sta Úrsula Coapa 27 Bis, Coyoacán, 04890 Ciudad de México, CDMX, México",telefono,1,bskFadCfoftCdmTe8Fjy,Taller de motos muñeco,,
auto,15_06_2026.docx,2026-06-15,Taller Ari motos,55 8263 9537,"Calz. de las Bombas 128-int.103, Coapa, Ex-Ejido Sta Úrsula Coapa 27 Bis, Coyoacán, 04890 Ciudad de México, CDMX, México",telefono,1,AG97lKGg3djDfDn3b5sX,Taller Ari motos,,
review,16_06_2026.docx,2026-06-16,Taller de motos el richard,,"14030 Mz.23 Lt.9 Numero 63, Isidro Fabela, Tlalpan, 14030 Ciudad de México, CDMX, México",nombre+municipio,0.727,uSUzGZa8K2IuC15hwatm,TALLER DE MOTOS,Tlalpan,
auto,16_06_2026.docx,2026-06-16,Moto servicio san fernando,55 4328 8617,"Av. San Fernando 195, Toriello Guerra, Tlalpan, 14050 Ciudad de México, CDMX, México",telefono,1,jjjSGNuPEbFvkoEmV1rL,Moto Servicio San Fernando,,
auto,16_06_2026.docx,2026-06-16,MOTO SERVICIO CATANA,sin datos,"SAN FERNANDO, 409, PEÑA POBRE, Tlalpan, CIUDAD DE MÉXICO",nombre+municipio,1,lBNh6WvGfou1YMp1jPJh,MOTO SERVICIO CATANA,Tlalpan,
no_match,16_06_2026.docx,2026-06-16,REACTOR MOTORS,REACTOR.RMOTOS@GMAIL.COM,"CORREGIDORA, 18, MIGUEL HIDALGO 1RA SECC, Tlalpan, CIUDAD DE MÉXICO",needs_review,0.316,,,,MOTOFEEL (n8Bb3lImgRRleEoVm4uq)
auto,16_06_2026.docx,2026-06-16,XANCHEZ ENGINGS,5573651181,"ZARAGOZA, 9, BARRIO CUEVITAS DE CARAMAGUEY, Tlalpan, CIUDAD DE MÉXICO",telefono,1,osSh7CkxWdsTrJWEKmF6,XANCHEZ ENGINGS,Tlalpan,
auto,16_06_2026.docx,2026-06-16,taller de motos cantera,5620091871,"CANTERA, 24, FUENTES BROTANTES, Tlalpan, CIUDAD DE MÉXICO",telefono,1,EfmAN7OHUfZlIJS77PZx,TALLER DE MOTOS CANTERA,Tlalpan,
auto,16_06_2026.docx,2026-06-16,"taller de motos suzuki,honda,kawasaki,yamaha",5512958880,"Viad. Tlalpan 191-accesoria c y d, Huipulco, Tlalpan, 14370 Ciudad de México, CDMX, México",telefono,1,p5yW2txb2muUNIREEdbj,"Insane Taller de motocicletas Suzuki, Kawazaki, Honda y Yamaha",,
review,19_05_2026.docx,2026-05-19,Moto Monkey Garage,,"16819, San Mateo Xalpa, Xochimilco, 16819 Ciudad de México, CDMX",nombre+municipio,0.65,oAw4oB3cPf16Wq1W7tDp,TALLER DE MOTOS GAARAGE MONKEY,Xochimilco,
review,19_05_2026.docx,2026-05-19,"Taller de motos MB,S",+525620090516,"Cda. Matamoros 16, San José Zacatepec, San Mateo Xalpa, Xochimilco, 16800 Ciudad de México, CDMX",nombre+municipio,0.813,Vlx21m89kwTSBmOzwJ9I,TALLER DE MOTOS MAJO,Xochimilco,
auto,19_05_2026.docx,2026-05-19,Moto servicio sporting,+525512736089,"Col san jose Zacatepec Xochimilco, Ciudad de México, San José Zacatepec, Xochimilco, 16200 De México, CDMX",telefono,1,nDWQlPNVMYiml35sPLOD,Taller de Moto Servicio Sporting Bike,,
no_match,19_05_2026.docx,2026-05-19,Nine Garage,+525525164673,"Las Granjas 9, Santa Cecilia Tepetlapa, Xochimilco, 16880 Ciudad de México, CDMX",needs_review,0.294,,,,TALLER DE MOTOS GAARAGE MONKEY (oAw4oB3cPf16Wq1W7tDp)
review,19_05_2026.docx,2026-05-19,Taller de motos Melanie,+525539463311,"Frida Kahlo 85, Santa Cecilia Tepetlapa, Xochimilco, 16450 Ciudad de México, CDMX",nombre+municipio,0.743,Vlx21m89kwTSBmOzwJ9I,TALLER DE MOTOS MAJO,Xochimilco,
no_match,20_05_2026.docx,2026-05-20,Prision Custom,+525535077095,"PEDRO, EJE 10, Av. Pedro Henríquez Ureña, Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX",needs_review,0.3,,,,PRO ACTION (zEU1E5sN0CwtqkdEMG4z)
auto,20_05_2026.docx,2026-05-20,Hospital de motos,+525569820013,"Coyamel 389, Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX",telefono,1,tJhrb8qceMmkoa4zhSXO,HOSPITAL DE MOTOS,Coyoacán,
review,20_05_2026.docx,2026-05-20,Taller de Motos Jordy,+525518515469,"Tepocatl, Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX",nombre+municipio,0.615,7Vm6bmsdiOAU63vckWJR,TALLER DE MOTOS MULTIMARCA,Coyoacán,
no_match,20_05_2026.docx,2026-05-20,Ryders Coyoacán,SIN NUMERO,"Zapotecas 421, Ajusco, Coyoacán, 04300 Ciudad de México, CDMX",needs_review,0.263,,,,TALLER MECANICO PERSEO MOTORS (IyGZeUWOE6yzDmqgalx0)
auto,20_05_2026.docx,2026-05-20,Taller de Motos Gu,+525512736089,"junto a la tienda, San ricardo mz 911 lt 16 Esquina de, San Gonzalo, Coyoacán, 04600 Ciudad de México, CDMX",telefono,1,nDWQlPNVMYiml35sPLOD,Taller de Moto Servicio Sporting Bike,,
auto,20_05_2026.docx,2026-05-20,Taller de Motos Charly,+525548296056,"San Ricardo entre San Jorge y avenida santa ursula, Pedregal de Sta Úrsula, Coyoacán, 04600 Ciudad de México, CDMX",telefono,1,yBUyODo56G2hX0OS02Oz,Taller De Motos Charly,,
no_match,21_05_2026.docx,2026-05-21,Moto Barón ROJO,No deja contacto,Av. Tlahuac 576 iztapalapa CP:09870,needs_review,0.348,,,,ARMANDO MOTOS (N419VgvToY6mXpXRgL83)
auto,21_05_2026.docx,2026-05-21,Taller de motos,Sin número,"Priv. Ermita Iztapalapa 53, Amp Ricardo Flores Magón, Iztapalapa, 09828 Ciudad de México, CDMX",nombre+municipio,1,BrrIBeAZagAcl5OSNhV8,TALLER DE MOTOS,Iztapalapa,
review,21_05_2026.docx,2026-05-21,Taller de motos la estrella,+525523513070,"Los Reyes, Culhuacan, Iztapalapa, 09849 Ciudad de México, CDMX",nombre+municipio,0.737,DAaq5jVM8nmbO6PPLaco,TALLER DE MOTOS LAIR,Iztapalapa,
auto,21_05_2026.docx,2026-05-21,Taller de motos Contreras y gutiérrez,+525551522324,"6ta privada de de, Av. Canal Nacional Av, San Antonio Culhuacan, Iztapalapa, 09800 Ciudad de México, CDMX",telefono,1,ScTOMKHBLswL71orhVXw,Taller de Motos Gutiérrez y Contreras,,
review,21_05_2026.docx,2026-05-21,Servicio moto Sport,+525541436405,"Armada de Mexico 1412, Coapa, Col. Residencial Cafetales, Coyoacán, 04918 Ciudad de México, CDMX",nombre+municipio,0.688,ZWfDEz7eCfangcmBfES3,MOTO SERVICIO JESUS,Coyoacán,
auto,21_05_2026.docx,2026-05-21,El muñeco,+522218980037,"04890, Ex-Ejido Sta Úrsula Coapa 27 Bis, Coyoacán, 04890 Ciudad de México, CDMX Contacto principal:",telefono,1,bskFadCfoftCdmTe8Fjy,Taller de motos muñeco,,
review,22_06_2026.docx,2026-06-22,MOTO SERVICIO OTTO,5532242157,"San Francisco 65, Col. XILCANTONGO, Iztacalco, 08230 Ciudad de México, CDMX, México",nombre+municipio,0.667,qtRc3NLdTwl4ymzwyddN,MOTO SERVICIO MORALES,Iztacalco,
auto,22_06_2026.docx,2026-06-22,CHARLIES MOTOS,5535896066,"MIGUEL HIDALGO, 134, SANTA ANITA, Iztacalco, CIUDAD DE MÉXICO",telefono,1,juPtz0DJtNxct0VwMyP9,CHARLIES MOTOS,Iztacalco,
auto,22_06_2026.docx,2026-06-22,TECNICA EN MOTOS RAMS,Persona entrevistada: Aaron reyes,"BUSTAMANTE, 44, LOS REYES, Iztacalco, CIUDAD DE MÉXICO",nombre+municipio,1,lDnLioru8RZAuWTliK5T,TECNICA EN MOTOS RAMS,Iztacalco,
auto,22_06_2026.docx,2026-06-22,moto servicio morales,,"RECREO, 2302, JUVENTINO ROSAS, Iztacalco, CIUDAD DE MÉXICO",nombre+municipio,1,qtRc3NLdTwl4ymzwyddN,MOTO SERVICIO MORALES,Iztacalco,
auto,22_06_2026.docx,2026-06-22,linaeflot moto y auto servicio,+525576091191,"ORIENTE 102, 1664, TOACOTAL RAMOS MILLAN, Iztacalco, CIUDAD DE MÉXICO",nombre+municipio,1,P6Y70o50cmoBJAFGvLqf,LINAEFLOT MOTO Y AUTO SERVICIO,Iztacalco,
review,22_06_2026.docx,2026-06-22,italika servico,+525556543131,"INTERIOR AVENIDA RIO CHURUBUSCO, 267, GRANJAS MEXICO SECCION PONIENTE, Iztacalco, CIUDAD DE MÉXICO",nombre+municipio,0.629,RC8MIOy86VJo7njqpQjS,ITALIKA CENTRO DE SERVICIO,Iztacalco,
auto,23_06_2026.docx,2026-06-23,Taller de motos farmacia del ahorro,5651008595,"DIVISION DEL NORTE, 2591, DEL CARMEN, Coyoacán, CIUDAD DE MÉXICO",telefono,1,6c6l4r7QkYGasrL5ysCn,TALLER REPARACION MOTOS DE FARMACIA DEL AHORRO,Coyoacán,
auto,23_06_2026.docx,2026-06-23,taller mecanico dr cobi,,"PAZ MONTES DE OCA, 48, SAN MATEO, Coyoacán, CIUDAD DE MÉXICO",nombre+municipio,1,FfO0EW2DdQwNZznrbWwb,TALLER MECANICO DR COBI,Coyoacán,
auto,23_06_2026.docx,2026-06-23,Servicio Hermanos Flores,5537728627,"PACIFICO, 1, EL ROSEDAL, Coyoacán, CIUDAD DE MÉXICO",telefono,1,tOypoVHZulCQbh1TOOQC,SERVICIO HERMANOS FLORES,Coyoacán,
auto,23_06_2026.docx,2026-06-23,Bagger House taller de motos,5563015817,"PACIFICO, 337, LOS REYES, Coyoacán, CIUDAD DE MÉXICO",telefono,1,ozxNA285nUo0ABN6z1C6,TALLER MECANICO DE MOTOCICLETAS BAGGER HOUSE MOTORCYCLE,Coyoacán,
auto,23_06_2026.docx,2026-06-23,taller de motos multimarca,+525524065641,"PAPALOTL, 105, PEDREGAL DE SANTO DOMINGO, Coyoacán, CIUDAD DE MÉXICO",nombre+municipio,1,7Vm6bmsdiOAU63vckWJR,TALLER DE MOTOS MULTIMARCA,Coyoacán,
auto,23_06_2026.docx,2026-06-23,Hospital de motos,5569820013,"COYAMEL, 389, PEDREGAL DE SANTO DOMINGO, Coyoacán, CIUDAD DE MÉXICO",telefono,1,tJhrb8qceMmkoa4zhSXO,HOSPITAL DE MOTOS,Coyoacán,
auto,23_06_2026.docx,2026-06-23,Intermoto reparación y servicio,5528317596,"PASEO DEL BOSQUE, 1594, SANTA MARTHA DEL SUR, Coyoacán, CIUDAD DE MÉXICO",telefono,1,aj8oKvUTII7a8qSZQTBZ,INTERMOTO REPARACION Y SERVICIO TALLER MECANICO,Coyoacán,
auto,23_06_2026.docx,2026-06-23,Moto servicio Miramontes,5567084092,"1 ORIENTE AVENIDA CANAL DE MIRAMONTES, 2322, AVANTE, Coyoacán, CIUDAD DE MÉXICO",telefono,1,qoj8IxsHeYQ4MUfeTZFZ,MOTOSERVICIO MRAMONTES,Coyoacán,
review,23_06_2026.docx,2026-06-23,Oso motos,+525563382207,"1 ORIENTE AVENIDA CANAL DE MIRAMONTES, 37, COAPA, Coyoacán, CIUDAD DE MÉXICO",nombre+municipio,0.778,TMc5moBe1FzCbrrLYLwb,PEPE OSO MOTOS,Coyoacán,
auto,23_06_2026.docx,2026-06-23,MOTORCYCLES RACING,5542464721,"AZTECAS, 497, AJUSCO, Coyoacán, CIUDAD DE MÉXICO",telefono,1,rmBqTzW7y6pKApqIoS6v,ASTEX MOTORCYCLES RACING,Coyoacán,
auto,24_06_2026.docx,2026-06-24,Taller la vieja guardia,56 5918 0940,"Av. Jesús G. Y Villa 7, Jardín Balbuena, Venustiano Carranza, 15900 Ciudad de México, CDMX, México",telefono,1,j9Dn3u74pgFGOQJP2tQU,Taller de Motos “La Vieja Guardia”,,
auto,24_06_2026.docx,2026-06-24,Reparacion de motos casa sanabria,5524931223,"SUR 107, 1217, AERONAUTICA MIITAR, Venustiano Carranza, CIUDAD DE MÉXICO",telefono,1,U60uvp6pgrH5igBCYdrC,REPARACION DE MOTOS CASA SANABRIA,Venustiano Carranza,
no_match,24_06_2026.docx,2026-06-24,Taller de motos santys,5582018851,"calle nivel esquina eledoro valle,venustiano carranza",needs_review,0.348,,,,REPARACION DE MOTOS CASA SANABRIA (U60uvp6pgrH5igBCYdrC)
